Request id,Pickup point,Driver id,Status,Request timestamp,Drop timestamp,RequestTime_Hour,TimeOfDay,TravelTimeInMinutes
1360,City,144.0,Trip Completed,2016-11-07 23:54:00,2016-12-07 01:09:00,23,Night,75.0
1916,Airport,144.0,Trip Completed,2016-12-07 10:43:00,2016-12-07 11:11:00,10,Morning,28.0
2397,City,144.0,Trip Completed,2016-12-07 19:45:00,2016-12-07 20:19:00,19,Evening,34.0
3624,Airport,144.0,Trip Completed,2016-07-13 18:52:47,2016-07-13 19:54:38,18,Evening,62.0
4799,City,144.0,Trip Completed,2016-07-14 16:56:18,2016-07-14 17:48:47,16,Evening,52.0
5241,City,144.0,Trip Completed,2016-07-14 21:13:16,2016-07-14 21:42:26,21,Night,29.0
6380,Airport,144.0,Trip Completed,2016-07-15 19:19:21,2016-07-15 20:25:19,19,Evening,66.0
998,Airport,145.0,Trip Completed,2016-11-07 19:01:00,2016-11-07 19:48:00,19,Evening,47.0
1281,Airport,145.0,Trip Completed,2016-11-07 22:12:00,2016-11-07 22:51:00,22,Night,39.0
2045,Airport,145.0,Trip Completed,2016-12-07 14:43:00,2016-12-07 15:06:00,14,AfternNoon,23.0
2424,City,145.0,Trip Completed,2016-12-07 20:03:00,2016-12-07 21:04:00,20,Night,61.0
3162,Airport,145.0,Trip Completed,2016-07-13 09:11:48,2016-07-13 09:38:07,9,Morning,26.0
3222,City,145.0,Trip Completed,2016-07-13 09:51:05,2016-07-13 10:54:06,9,Morning,63.0
4098,City,145.0,Trip Completed,2016-07-14 03:11:51,2016-07-14 03:59:55,3,Early Morning,48.0
4905,Airport,145.0,Trip Completed,2016-07-14 18:00:53,2016-07-14 18:41:20,18,Evening,40.0
5622,Airport,145.0,Trip Completed,2016-07-15 06:27:02,2016-07-15 07:38:28,6,Morning,71.0
318,City,146.0,Trip Completed,2016-11-07 07:28:00,2016-11-07 08:43:00,7,Morning,75.0
557,City,146.0,Trip Completed,2016-11-07 10:15:00,2016-11-07 11:10:00,10,Morning,55.0
2034,Airport,146.0,Trip Completed,2016-12-07 14:16:00,2016-12-07 15:20:00,14,AfternNoon,64.0
2392,City,146.0,Trip Completed,2016-12-07 19:50:00,2016-12-07 21:04:00,19,Evening,74.0
4542,Airport,146.0,Trip Completed,2016-07-14 09:40:19,2016-07-14 10:08:27,9,Morning,28.0
5500,City,146.0,Trip Completed,2016-07-15 05:00:18,2016-07-15 06:04:42,5,Morning,64.0
6382,Airport,146.0,Trip Completed,2016-07-15 19:15:16,2016-07-15 20:28:29,19,Evening,73.0
6575,City,146.0,Trip Completed,2016-07-15 21:18:53,2016-07-15 21:58:24,21,Night,40.0
1827,Airport,147.0,Trip Completed,2016-12-07 09:35:00,2016-12-07 10:24:00,9,Morning,49.0
2095,City,147.0,Trip Completed,2016-12-07 15:56:00,2016-12-07 16:43:00,15,AfternNoon,47.0
3092,Airport,147.0,Trip Completed,2016-07-13 08:15:35,2016-07-13 08:50:48,8,Morning,35.0
4813,City,147.0,Trip Completed,2016-07-14 17:17:11,2016-07-14 18:18:41,17,Evening,62.0
5164,City,147.0,Trip Completed,2016-07-14 20:25:24,2016-07-14 20:54:03,20,Night,29.0
6702,City,147.0,Trip Completed,2016-07-15 22:47:49,2016-07-15 23:27:26,22,Night,40.0
429,City,148.0,Trip Completed,2016-11-07 08:54:00,2016-11-07 09:47:00,8,Morning,53.0
2681,Airport,148.0,Trip Completed,2016-12-07 00:10:00,2016-12-07 01:06:00,0,Early Morning,56.0
3160,City,148.0,Trip Completed,2016-07-13 09:11:21,2016-07-13 09:35:55,9,Morning,25.0
3400,City,148.0,Trip Completed,2016-07-13 15:04:14,2016-07-13 16:09:31,15,AfternNoon,65.0
3889,Airport,148.0,Trip Completed,2016-07-13 21:53:41,2016-07-13 22:32:43,21,Night,39.0
4151,City,148.0,Trip Completed,2016-07-14 04:58:39,2016-07-14 06:08:38,4,Early Morning,70.0
4738,Airport,148.0,Trip Completed,2016-07-14 14:44:09,2016-07-14 15:58:17,14,AfternNoon,74.0
4963,Airport,148.0,Trip Completed,2016-07-14 18:35:15,2016-07-14 19:50:38,18,Evening,75.0
311,Airport,149.0,Trip Completed,2016-11-07 07:27:00,2016-11-07 08:08:00,7,Morning,41.0
928,City,149.0,Trip Completed,2016-11-07 18:29:00,2016-11-07 19:15:00,18,Evening,46.0
1468,City,149.0,Trip Completed,2016-12-07 05:09:00,2016-12-07 06:06:00,5,Morning,57.0
2677,City,149.0,Trip Completed,2016-12-07 23:54:00,2016-07-13 00:31:24,23,Night,37.0
2916,City,149.0,Trip Completed,2016-07-13 06:12:41,2016-07-13 07:23:57,6,Morning,71.0
4663,City,149.0,Trip Completed,2016-07-14 12:16:57,2016-07-14 12:59:56,12,AfternNoon,43.0
6741,City,149.0,Trip Completed,2016-07-15 23:42:11,2016-07-16 00:09:09,23,Night,27.0
48,City,150.0,Trip Completed,2016-11-07 03:14:00,2016-11-07 04:19:00,3,Early Morning,65.0
838,City,150.0,Trip Completed,2016-11-07 17:43:00,2016-11-07 18:41:00,17,Evening,58.0
1657,Airport,150.0,Trip Completed,2016-12-07 07:29:00,2016-12-07 08:12:00,7,Morning,43.0
2032,Airport,150.0,Trip Completed,2016-12-07 14:14:00,2016-12-07 15:20:00,14,AfternNoon,66.0
3507,City,150.0,Trip Completed,2016-07-13 17:38:09,2016-07-13 18:21:38,17,Evening,43.0
3780,City,150.0,Trip Completed,2016-07-13 20:45:38,2016-07-13 21:27:07,20,Night,41.0
6180,City,150.0,Trip Completed,2016-07-15 17:02:22,2016-07-15 17:48:25,17,Evening,46.0
6615,City,150.0,Trip Completed,2016-07-15 21:46:01,2016-07-15 22:22:19,21,Night,36.0
797,City,151.0,Trip Completed,2016-11-07 17:16:00,2016-11-07 18:12:00,17,Evening,56.0
1564,City,151.0,Trip Completed,2016-12-07 06:18:00,2016-12-07 07:14:00,6,Morning,56.0
2075,City,151.0,Trip Completed,2016-12-07 15:31:00,2016-12-07 16:47:00,15,AfternNoon,76.0
2822,City,151.0,Trip Completed,2016-07-13 05:14:57,2016-07-13 05:50:39,5,Morning,36.0
3387,City,151.0,Trip Completed,2016-07-13 14:36:48,2016-07-13 15:22:23,14,AfternNoon,46.0
4315,City,151.0,Trip Completed,2016-07-14 06:46:52,2016-07-14 07:33:32,6,Morning,47.0
5549,Airport,151.0,Trip Completed,2016-07-15 05:29:41,2016-07-15 06:15:39,5,Morning,46.0
6284,City,151.0,Trip Completed,2016-07-15 18:18:32,2016-07-15 19:10:07,18,Evening,52.0
6403,Airport,151.0,Trip Completed,2016-07-15 19:25:57,2016-07-15 20:15:49,19,Evening,50.0
6684,Airport,151.0,Trip Completed,2016-07-15 22:34:04,2016-07-15 23:27:31,22,Night,53.0
451,City,152.0,Trip Completed,2016-11-07 09:10:00,2016-11-07 10:10:00,9,Morning,60.0
588,City,152.0,Trip Completed,2016-11-07 11:20:00,2016-11-07 11:53:00,11,Morning,33.0
671,Airport,152.0,Trip Completed,2016-11-07 13:16:00,2016-11-07 14:08:00,13,AfternNoon,52.0
1369,Airport,152.0,Trip Completed,2016-12-07 00:15:00,2016-12-07 00:53:00,0,Early Morning,38.0
1688,City,152.0,Trip Completed,2016-12-07 07:51:00,2016-12-07 08:21:00,7,Morning,30.0
2861,City,152.0,Trip Completed,2016-07-13 05:38:59,2016-07-13 06:49:02,5,Morning,70.0
3354,City,152.0,Trip Completed,2016-07-13 13:25:02,2016-07-13 14:39:48,13,AfternNoon,75.0
5141,Airport,152.0,Trip Completed,2016-07-14 20:15:33,2016-07-14 21:00:35,20,Night,45.0
5460,Airport,152.0,Trip Completed,2016-07-15 04:06:50,2016-07-15 04:52:36,4,Early Morning,46.0
5904,City,152.0,Trip Completed,2016-07-15 10:00:46,2016-07-15 10:34:28,10,Morning,34.0
5973,Airport,152.0,Trip Completed,2016-07-15 11:10:28,2016-07-15 12:12:23,11,Morning,62.0
704,Airport,153.0,Trip Completed,2016-11-07 14:12:00,2016-11-07 15:06:00,14,AfternNoon,54.0
785,City,153.0,Trip Completed,2016-11-07 16:49:00,2016-11-07 17:24:00,16,Evening,35.0
2631,Airport,153.0,Trip Completed,2016-12-07 22:18:00,2016-12-07 23:07:00,22,Night,49.0
2911,Airport,153.0,Trip Completed,2016-07-13 06:09:39,2016-07-13 06:59:42,6,Morning,50.0
3360,Airport,153.0,Trip Completed,2016-07-13 13:37:08,2016-07-13 14:20:54,13,AfternNoon,44.0
3667,Airport,153.0,Trip Completed,2016-07-13 19:23:18,2016-07-13 20:11:22,19,Evening,48.0
4624,Airport,153.0,Trip Completed,2016-07-14 11:05:37,2016-07-14 11:53:49,11,Morning,48.0
604,City,154.0,Trip Completed,2016-11-07 11:44:00,2016-11-07 12:49:00,11,Morning,65.0
1464,Airport,154.0,Trip Completed,2016-12-07 05:03:00,2016-12-07 06:03:00,5,Morning,60.0
1810,City,154.0,Trip Completed,2016-12-07 09:18:00,2016-12-07 09:54:00,9,Morning,36.0
2009,City,154.0,Trip Completed,2016-12-07 13:25:00,2016-12-07 14:33:00,13,AfternNoon,68.0
2166,City,154.0,Trip Completed,2016-12-07 17:30:00,2016-12-07 18:35:00,17,Evening,65.0
5379,City,154.0,Trip Completed,2016-07-14 23:51:31,2016-07-15 01:04:40,23,Night,73.0
1367,City,155.0,Trip Completed,2016-11-07 00:05:00,2016-11-07 01:06:00,0,Early Morning,61.0
447,City,155.0,Trip Completed,2016-11-07 09:07:00,2016-11-07 09:57:00,9,Morning,50.0
1682,City,155.0,Trip Completed,2016-12-07 07:47:00,2016-12-07 08:38:00,7,Morning,51.0
2043,Airport,155.0,Trip Completed,2016-12-07 14:30:00,2016-12-07 15:21:00,14,AfternNoon,51.0
2796,Airport,155.0,Trip Completed,2016-07-13 04:49:07,2016-07-13 05:29:40,4,Early Morning,41.0
3945,City,155.0,Trip Completed,2016-07-13 22:33:31,2016-07-13 23:16:43,22,Night,43.0
4196,City,155.0,Trip Completed,2016-07-14 05:29:40,2016-07-14 06:36:39,5,Morning,67.0
5174,City,155.0,Trip Completed,2016-07-14 20:29:43,2016-07-14 21:24:38,20,Night,55.0
5480,City,155.0,Trip Completed,2016-07-15 04:51:02,2016-07-15 06:03:45,4,Early Morning,73.0
5883,Airport,155.0,Trip Completed,2016-07-15 09:39:54,2016-07-15 10:48:56,9,Morning,69.0
6013,Airport,155.0,Trip Completed,2016-07-15 12:26:51,2016-07-15 13:03:34,12,AfternNoon,37.0
438,City,156.0,Trip Completed,2016-11-07 09:05:00,2016-11-07 10:14:00,9,Morning,69.0
636,City,156.0,Trip Completed,2016-11-07 12:25:00,2016-11-07 13:09:00,12,AfternNoon,44.0
1938,Airport,156.0,Trip Completed,2016-12-07 11:21:00,2016-12-07 12:03:00,11,Morning,42.0
2129,Airport,156.0,Trip Completed,2016-12-07 17:06:00,2016-12-07 18:18:00,17,Evening,72.0
3337,Airport,156.0,Trip Completed,2016-07-13 12:42:45,2016-07-13 13:50:52,12,AfternNoon,68.0
3472,City,156.0,Trip Completed,2016-07-13 17:16:47,2016-07-13 18:06:23,17,Evening,50.0
3991,City,156.0,Trip Completed,2016-07-13 23:24:37,2016-07-14 00:06:50,23,Night,42.0
4221,Airport,156.0,Trip Completed,2016-07-14 05:46:40,2016-07-14 06:35:16,5,Morning,49.0
5719,Airport,156.0,Trip Completed,2016-07-15 07:45:50,2016-07-15 08:21:28,7,Morning,36.0
143,Airport,157.0,Trip Completed,2016-11-07 05:24:00,2016-11-07 06:01:00,5,Morning,37.0
784,City,157.0,Trip Completed,2016-11-07 16:50:00,2016-11-07 17:23:00,16,Evening,33.0
1020,Airport,157.0,Trip Completed,2016-11-07 19:17:00,2016-11-07 20:08:00,19,Evening,51.0
2934,City,157.0,Trip Completed,2016-07-13 06:28:12,2016-07-13 07:10:08,6,Morning,42.0
4073,City,157.0,Trip Completed,2016-07-14 02:10:36,2016-07-14 02:54:21,2,Early Morning,44.0
4751,City,157.0,Trip Completed,2016-07-14 15:18:31,2016-07-14 16:12:44,15,AfternNoon,54.0
5275,City,157.0,Trip Completed,2016-07-14 21:38:10,2016-07-14 22:21:52,21,Night,44.0
1262,Airport,158.0,Trip Completed,2016-11-07 22:00:00,2016-11-07 23:04:00,22,Night,64.0
1600,City,158.0,Trip Completed,2016-12-07 06:39:00,2016-12-07 07:13:00,6,Morning,34.0
2016,City,158.0,Trip Completed,2016-12-07 13:34:00,2016-12-07 14:36:00,13,AfternNoon,62.0
2370,Airport,158.0,Trip Completed,2016-12-07 19:37:00,2016-12-07 20:11:00,19,Evening,34.0
3192,Airport,158.0,Trip Completed,2016-07-13 09:32:25,2016-07-13 10:42:22,9,Morning,70.0
3367,Airport,158.0,Trip Completed,2016-07-13 13:51:00,2016-07-13 14:29:30,13,AfternNoon,38.0
3952,City,158.0,Trip Completed,2016-07-13 22:45:09,2016-07-13 23:41:02,22,Night,56.0
4517,Airport,158.0,Trip Completed,2016-07-14 09:22:47,2016-07-14 10:04:44,9,Morning,42.0
4944,City,158.0,Trip Completed,2016-07-14 18:33:03,2016-07-14 19:04:51,18,Evening,32.0
6037,Airport,158.0,Trip Completed,2016-07-15 13:03:25,2016-07-15 14:01:33,13,AfternNoon,58.0
6385,Airport,158.0,Trip Completed,2016-07-15 19:19:47,2016-07-15 20:21:00,19,Evening,61.0
398,City,159.0,Trip Completed,2016-11-07 08:26:00,2016-11-07 09:32:00,8,Morning,66.0
2163,Airport,159.0,Trip Completed,2016-12-07 17:30:00,2016-12-07 18:07:00,17,Evening,37.0
3985,Airport,159.0,Trip Completed,2016-07-13 23:15:18,2016-07-14 00:33:31,23,Night,78.0
4780,City,159.0,Trip Completed,2016-07-14 16:29:40,2016-07-14 16:58:40,16,Evening,29.0
5453,City,159.0,Trip Completed,2016-07-15 03:38:02,2016-07-15 04:28:09,3,Early Morning,50.0
5807,City,159.0,Trip Completed,2016-07-15 08:41:35,2016-07-15 09:11:58,8,Morning,30.0
6074,Airport,159.0,Trip Completed,2016-07-15 14:07:10,2016-07-15 14:56:19,14,AfternNoon,49.0
6651,City,159.0,Trip Completed,2016-07-15 22:06:53,2016-07-15 22:46:22,22,Night,39.0
223,Airport,160.0,Trip Completed,2016-11-07 06:13:00,2016-11-07 07:05:00,6,Morning,52.0
680,City,160.0,Trip Completed,2016-11-07 13:30:00,2016-11-07 14:38:00,13,AfternNoon,68.0
887,Airport,160.0,Trip Completed,2016-11-07 18:10:00,2016-11-07 18:47:00,18,Evening,37.0
1689,Airport,160.0,Trip Completed,2016-12-07 07:51:00,2016-12-07 08:32:00,7,Morning,41.0
1939,City,160.0,Trip Completed,2016-12-07 11:18:00,2016-12-07 11:54:00,11,Morning,36.0
2182,City,160.0,Trip Completed,2016-12-07 17:42:00,2016-12-07 18:30:00,17,Evening,48.0
3223,Airport,160.0,Trip Completed,2016-07-13 09:48:30,2016-07-13 10:31:41,9,Morning,43.0
3819,Airport,160.0,Trip Completed,2016-07-13 21:08:10,2016-07-13 21:48:44,21,Night,41.0
4823,Airport,160.0,Trip Completed,2016-07-14 17:22:20,2016-07-14 18:38:29,17,Evening,76.0
5431,Airport,160.0,Trip Completed,2016-07-15 02:38:30,2016-07-15 03:23:54,2,Early Morning,45.0
6353,Airport,160.0,Trip Completed,2016-07-15 18:57:01,2016-07-15 19:27:57,18,Evening,31.0
163,City,161.0,Trip Completed,2016-11-07 05:35:00,2016-11-07 06:49:00,5,Morning,74.0
706,Airport,161.0,Trip Completed,2016-11-07 14:12:00,2016-11-07 15:27:00,14,AfternNoon,75.0
1214,Airport,161.0,Trip Completed,2016-11-07 21:30:00,2016-11-07 21:57:00,21,Night,27.0
1399,City,161.0,Trip Completed,2016-12-07 02:35:00,2016-12-07 03:42:00,2,Early Morning,67.0
1574,Airport,161.0,Trip Completed,2016-12-07 06:26:00,2016-12-07 07:15:00,6,Morning,49.0
1870,City,161.0,Trip Completed,2016-12-07 10:01:00,2016-12-07 10:42:00,10,Morning,41.0
2267,Airport,161.0,Trip Completed,2016-12-07 18:33:00,2016-12-07 19:36:00,18,Evening,63.0
2658,Airport,161.0,Trip Completed,2016-12-07 23:18:00,2016-07-13 00:03:21,23,Night,45.0
3048,Airport,161.0,Trip Completed,2016-07-13 07:41:17,2016-07-13 08:14:19,7,Morning,33.0
3301,Airport,161.0,Trip Completed,2016-07-13 11:41:40,2016-07-13 12:28:38,11,Morning,47.0
3477,City,161.0,Trip Completed,2016-07-13 17:18:05,2016-07-13 18:09:59,17,Evening,52.0
4371,City,161.0,Trip Completed,2016-07-14 07:34:57,2016-07-14 08:24:33,7,Morning,50.0
445,City,162.0,Trip Completed,2016-11-07 09:06:00,2016-11-07 10:05:00,9,Morning,59.0
1100,Airport,162.0,Trip Completed,2016-11-07 20:10:00,2016-11-07 20:52:00,20,Night,42.0
1961,City,162.0,Trip Completed,2016-12-07 11:53:00,2016-12-07 12:27:00,11,Morning,34.0
3215,Airport,162.0,Trip Completed,2016-07-13 09:49:32,2016-07-13 10:57:30,9,Morning,68.0
3997,Airport,162.0,Trip Completed,2016-07-13 23:36:23,2016-07-14 00:22:26,23,Night,46.0
4385,City,162.0,Trip Completed,2016-07-14 07:51:59,2016-07-14 08:24:08,7,Morning,32.0
4736,City,162.0,Trip Completed,2016-07-14 14:31:20,2016-07-14 15:50:58,14,AfternNoon,80.0
5291,Airport,162.0,Trip Completed,2016-07-14 21:48:06,2016-07-14 22:45:23,21,Night,57.0
5350,City,162.0,Trip Completed,2016-07-14 22:52:35,2016-07-14 23:42:51,22,Night,50.0
5768,City,162.0,Trip Completed,2016-07-15 08:27:01,2016-07-15 09:30:13,8,Morning,63.0
675,City,163.0,Trip Completed,2016-11-07 13:24:00,2016-11-07 13:55:00,13,AfternNoon,31.0
1996,Airport,163.0,Trip Completed,2016-12-07 12:57:00,2016-12-07 14:06:00,12,AfternNoon,69.0
2510,City,163.0,Trip Completed,2016-12-07 21:01:00,2016-12-07 21:50:00,21,Night,49.0
3969,Airport,163.0,Trip Completed,2016-07-13 22:58:22,2016-07-13 23:58:00,22,Night,60.0
4397,City,163.0,Trip Completed,2016-07-14 07:56:05,2016-07-14 08:57:30,7,Morning,61.0
5326,City,163.0,Trip Completed,2016-07-14 22:09:30,2016-07-14 23:13:16,22,Night,64.0
5987,City,163.0,Trip Completed,2016-07-15 11:42:14,2016-07-15 12:49:39,11,Morning,67.0
6152,Airport,163.0,Trip Completed,2016-07-15 16:15:34,2016-07-15 17:16:45,16,Evening,61.0
6317,City,163.0,Trip Completed,2016-07-15 18:35:57,2016-07-15 19:05:06,18,Evening,29.0
602,City,164.0,Trip Completed,2016-11-07 11:38:00,2016-11-07 12:57:00,11,Morning,79.0
981,City,164.0,Trip Completed,2016-11-07 19:01:00,2016-11-07 19:39:00,19,Evening,38.0
1317,Airport,164.0,Trip Completed,2016-11-07 22:57:00,2016-11-07 23:52:00,22,Night,55.0
2112,Airport,164.0,Trip Completed,2016-12-07 16:32:00,2016-12-07 17:03:00,16,Evening,31.0
2365,City,164.0,Trip Completed,2016-12-07 19:34:00,2016-12-07 20:12:00,19,Evening,38.0
2849,City,164.0,Trip Completed,2016-07-13 05:29:42,2016-07-13 06:34:27,5,Morning,65.0
4573,City,164.0,Trip Completed,2016-07-14 09:47:53,2016-07-14 10:47:05,9,Morning,59.0
5095,City,164.0,Trip Completed,2016-07-14 19:48:45,2016-07-14 20:55:36,19,Evening,67.0
741,Airport,165.0,Trip Completed,2016-11-07 15:39:00,2016-11-07 16:27:00,15,AfternNoon,48.0
1873,City,165.0,Trip Completed,2016-12-07 09:59:00,2016-12-07 10:44:00,9,Morning,45.0
2134,Airport,165.0,Trip Completed,2016-12-07 17:14:00,2016-12-07 17:44:00,17,Evening,30.0
3461,Airport,165.0,Trip Completed,2016-07-13 17:04:19,2016-07-13 18:07:53,17,Evening,64.0
3711,Airport,165.0,Trip Completed,2016-07-13 19:47:15,2016-07-13 20:46:01,19,Evening,59.0
5001,Airport,165.0,Trip Completed,2016-07-14 18:59:05,2016-07-14 19:35:00,18,Evening,36.0
248,City,166.0,Trip Completed,2016-11-07 06:38:00,2016-11-07 07:45:00,6,Morning,67.0
1321,Airport,166.0,Trip Completed,2016-11-07 23:01:00,2016-12-07 00:05:00,23,Night,64.0
1997,City,166.0,Trip Completed,2016-12-07 13:02:00,2016-12-07 13:57:00,13,AfternNoon,55.0
2544,City,166.0,Trip Completed,2016-12-07 21:22:00,2016-12-07 21:51:00,21,Night,29.0
3863,City,166.0,Trip Completed,2016-07-13 21:44:48,2016-07-13 22:50:38,21,Night,66.0
4336,City,166.0,Trip Completed,2016-07-14 07:14:05,2016-07-14 08:34:21,7,Morning,80.0
4754,City,166.0,Trip Completed,2016-07-14 15:24:45,2016-07-14 16:18:25,15,AfternNoon,54.0
6620,City,166.0,Trip Completed,2016-07-15 21:48:02,2016-07-15 22:36:08,21,Night,48.0
500,Airport,167.0,Trip Completed,2016-11-07 09:38:00,2016-11-07 10:12:00,9,Morning,34.0
1518,City,167.0,Trip Completed,2016-12-07 05:50:00,2016-12-07 06:38:00,5,Morning,48.0
3082,City,167.0,Trip Completed,2016-07-13 08:10:03,2016-07-13 08:50:37,8,Morning,41.0
3478,Airport,167.0,Trip Completed,2016-07-13 17:19:57,2016-07-13 17:53:56,17,Evening,34.0
4539,City,167.0,Trip Completed,2016-07-14 09:35:42,2016-07-14 10:46:02,9,Morning,70.0
4791,City,167.0,Trip Completed,2016-07-14 16:43:10,2016-07-14 17:32:58,16,Evening,50.0
5263,City,167.0,Trip Completed,2016-07-14 21:30:34,2016-07-14 21:59:26,21,Night,29.0
1679,City,168.0,Trip Completed,2016-12-07 07:46:00,2016-12-07 08:24:00,7,Morning,38.0
2276,Airport,168.0,Trip Completed,2016-12-07 18:38:00,2016-12-07 19:46:00,18,Evening,68.0
2747,Airport,168.0,Trip Completed,2016-07-13 03:17:00,2016-07-13 03:54:54,3,Early Morning,38.0
3370,City,168.0,Trip Completed,2016-07-13 13:56:50,2016-07-13 14:56:07,13,AfternNoon,59.0
3741,Airport,168.0,Trip Completed,2016-07-13 20:14:21,2016-07-13 21:21:35,20,Night,67.0
4266,Airport,168.0,Trip Completed,2016-07-14 06:10:03,2016-07-14 06:56:04,6,Morning,46.0
5596,City,168.0,Trip Completed,2016-07-15 06:08:33,2016-07-15 06:51:04,6,Morning,43.0
5961,Airport,168.0,Trip Completed,2016-07-15 10:55:52,2016-07-15 11:54:35,10,Morning,59.0
6418,City,168.0,Trip Completed,2016-07-15 19:45:28,2016-07-15 20:22:56,19,Evening,37.0
759,City,169.0,Trip Completed,2016-11-07 16:16:00,2016-11-07 16:47:00,16,Evening,31.0
2524,Airport,169.0,Trip Completed,2016-12-07 21:09:00,2016-12-07 21:55:00,21,Night,46.0
2769,Airport,169.0,Trip Completed,2016-07-13 04:13:56,2016-07-13 05:06:39,4,Early Morning,53.0
5071,Airport,169.0,Trip Completed,2016-07-14 19:30:33,2016-07-14 20:17:28,19,Evening,47.0
5287,City,169.0,Trip Completed,2016-07-14 21:46:45,2016-07-14 22:35:39,21,Night,49.0
33,Airport,170.0,Trip Completed,2016-11-07 02:17:00,2016-11-07 03:31:00,2,Early Morning,74.0
2692,City,170.0,Trip Completed,2016-07-13 00:42:20,2016-07-13 01:40:54,0,Early Morning,59.0
2835,City,170.0,Trip Completed,2016-07-13 05:19:47,2016-07-13 06:24:44,5,Morning,65.0
3122,Airport,170.0,Trip Completed,2016-07-13 08:37:13,2016-07-13 09:13:33,8,Morning,36.0
3465,City,170.0,Trip Completed,2016-07-13 17:12:20,2016-07-13 18:03:50,17,Evening,52.0
3857,City,170.0,Trip Completed,2016-07-13 21:34:05,2016-07-13 22:46:22,21,Night,72.0
4343,Airport,170.0,Trip Completed,2016-07-14 07:17:34,2016-07-14 08:07:51,7,Morning,50.0
4417,City,170.0,Trip Completed,2016-07-14 08:13:37,2016-07-14 09:07:38,8,Morning,54.0
5756,City,170.0,Trip Completed,2016-07-15 08:03:01,2016-07-15 08:51:47,8,Morning,49.0
5907,Airport,170.0,Trip Completed,2016-07-15 09:56:35,2016-07-15 11:04:43,9,Morning,68.0
699,Airport,171.0,Trip Completed,2016-11-07 14:02:00,2016-11-07 15:02:00,14,AfternNoon,60.0
821,City,171.0,Trip Completed,2016-11-07 17:34:00,2016-11-07 17:57:00,17,Evening,23.0
2085,City,171.0,Trip Completed,2016-12-07 15:41:00,2016-12-07 16:27:00,15,AfternNoon,46.0
2346,Airport,171.0,Trip Completed,2016-12-07 19:17:00,2016-12-07 20:04:00,19,Evening,47.0
2704,City,171.0,Trip Completed,2016-07-13 01:12:32,2016-07-13 01:58:09,1,Early Morning,46.0
2901,Airport,171.0,Trip Completed,2016-07-13 06:04:24,2016-07-13 07:17:36,6,Morning,73.0
3475,City,171.0,Trip Completed,2016-07-13 17:19:55,2016-07-13 17:55:50,17,Evening,36.0
3743,Airport,171.0,Trip Completed,2016-07-13 20:19:50,2016-07-13 21:10:17,20,Night,50.0
5209,Airport,171.0,Trip Completed,2016-07-14 20:58:21,2016-07-14 21:59:37,20,Night,61.0
6674,Airport,171.0,Trip Completed,2016-07-15 22:25:32,2016-07-15 23:08:33,22,Night,43.0
714,City,172.0,Trip Completed,2016-11-07 14:28:00,2016-11-07 15:34:00,14,AfternNoon,66.0
792,Airport,172.0,Trip Completed,2016-11-07 17:01:00,2016-11-07 17:44:00,17,Evening,43.0
1341,Airport,172.0,Trip Completed,2016-11-07 23:26:00,2016-12-07 00:06:00,23,Night,40.0
1745,City,172.0,Trip Completed,2016-12-07 08:22:00,2016-12-07 09:13:00,8,Morning,51.0
1971,City,172.0,Trip Completed,2016-12-07 12:08:00,2016-12-07 13:25:00,12,AfternNoon,77.0
2632,City,172.0,Trip Completed,2016-12-07 22:19:00,2016-12-07 23:21:00,22,Night,62.0
2935,City,172.0,Trip Completed,2016-07-13 06:30:08,2016-07-13 07:01:42,6,Morning,32.0
3142,Airport,172.0,Trip Completed,2016-07-13 08:50:45,2016-07-13 09:59:05,8,Morning,68.0
4516,City,172.0,Trip Completed,2016-07-14 09:11:02,2016-07-14 09:57:19,9,Morning,46.0
4605,Airport,172.0,Trip Completed,2016-07-14 10:14:36,2016-07-14 11:25:20,10,Morning,71.0
5936,Airport,172.0,Trip Completed,2016-07-15 10:17:39,2016-07-15 11:04:32,10,Morning,47.0
6621,City,172.0,Trip Completed,2016-07-15 21:49:39,2016-07-15 22:30:22,21,Night,41.0
752,Airport,173.0,Trip Completed,2016-11-07 16:03:00,2016-11-07 17:08:00,16,Evening,65.0
1336,City,173.0,Trip Completed,2016-11-07 23:17:00,2016-11-07 23:52:00,23,Night,35.0
1836,Airport,173.0,Trip Completed,2016-12-07 09:37:00,2016-12-07 10:19:00,9,Morning,42.0
2447,Airport,173.0,Trip Completed,2016-12-07 20:24:00,2016-12-07 21:36:00,20,Night,72.0
3517,Airport,173.0,Trip Completed,2016-07-13 17:46:30,2016-07-13 18:35:16,17,Evening,49.0
3831,Airport,173.0,Trip Completed,2016-07-13 21:16:33,2016-07-13 22:16:02,21,Night,59.0
4136,City,173.0,Trip Completed,2016-07-14 04:46:17,2016-07-14 05:21:42,4,Early Morning,35.0
4700,Airport,173.0,Trip Completed,2016-07-14 13:08:15,2016-07-14 13:54:59,13,AfternNoon,47.0
5484,City,173.0,Trip Completed,2016-07-15 04:54:59,2016-07-15 05:47:16,4,Early Morning,52.0
5900,City,173.0,Trip Completed,2016-07-15 09:53:30,2016-07-15 10:44:45,9,Morning,51.0
6634,Airport,173.0,Trip Completed,2016-07-15 22:03:00,2016-07-15 22:44:41,22,Night,42.0
426,City,174.0,Trip Completed,2016-11-07 08:48:00,2016-11-07 09:53:00,8,Morning,65.0
